Store_Number,SKU_Coded,Product_Class_Code,min(Sold_Date),max(Sold_Date)
14789,3520,6175800,22875,2023-03-18,2024-01-13
14790,2750,6175850,22875,2021-12-24,2024-03-18
14791,3740,6175850,22875,2022-02-27,2023-12-16
14792,2860,6175850,22875,2023-05-26,2024-03-26
14793,1210,6175900,22875,2021-11-04,2024-02-10
14794,3740,6175900,22875,2021-12-07,2024-03-24
14795,2200,6175950,22875,2021-11-03,2024-01-16
14796,770,6175950,22875,2021-11-04,2023-12-08
14797,330,6175950,22875,2021-12-22,2023-12-01
14798,3190,6175950,22875,2023-02-27,2024-03-30
14799,770,6176000,22875,2021-11-03,2023-12-19
14800,2310,6176000,22875,2021-11-04,2024-02-04
14801,2750,6176000,22875,2021-11-07,2024-01-09
14802,1650,6176000,22875,2021-11-13,2024-03-16
14803,1540,6176000,22875,2021-11-18,2024-01-27
14804,1870,6176000,22875,2021-11-23,2023-12-11
14805,990,6176000,22875,2021-12-17,2023-12-01
14806,3410,6176000,22875,2022-01-26,2024-02-06
14807,2860,6176000,22875,2023-06-19,2024-03-17
14808,2420,6176050,22875,2022-01-22,2024-03-21
14809,1980,6176050,22875,2022-02-09,2024-03-08
14810,2200,6176100,22875,2021-12-14,2024-02-24
14811,3740,6176100,22875,2021-12-16,2022-03-30
14812,1650,6176100,22875,2021-12-26,2024-01-12
14813,3410,6176100,22875,2022-01-26,2024-01-02
14814,2530,6176200,22975,2021-11-09,2024-03-22
14815,2200,6176300,22875,2021-11-01,2024-01-06
14816,1540,6176300,22875,2021-12-22,2023-09-10
14817,3740,6176300,22875,2022-08-28,2024-03-26
14818,2640,6176300,22875,2022-10-24,2024-02-08
14819,2860,6176300,22875,2023-04-26,2023-10-29
14820,1650,6176350,22875,2021-11-23,2024-02-22
14821,550,6176350,22875,2021-11-25,2024-02-19
14822,2530,6176350,22875,2021-11-30,2024-01-12
14823,2090,6176350,22875,2022-02-28,2023-05-09
14824,1210,6176400,22875,2022-01-01,2024-02-24
14825,4180,6176400,22875,2023-03-01,2024-03-02
14826,3410,6176450,22800,2021-11-06,2024-03-31
14827,1540,6176450,22800,2021-11-07,2024-03-30
14828,2090,6176450,22800,2021-12-02,2024-03-30
14829,3300,6176600,22800,2021-11-02,2022-07-21
14830,2090,6176600,22800,2021-12-09,2022-07-29
14831,1980,6176600,22800,2021-12-17,2022-08-05
14832,2750,6176650,22800,2021-11-01,2022-04-08
14833,880,6176650,22800,2021-11-03,2022-06-28
14834,4840,6176650,22800,2021-11-05,2022-04-04
14835,3080,6176650,22800,2021-11-14,2022-05-09
14836,2200,6176650,22800,2021-12-01,2022-05-16
14837,3410,6176700,22800,2021-11-05,2024-02-16
14838,1540,6176850,22800,2021-11-02,2024-03-29
14839,2640,6176850,22800,2021-11-05,2024-02-21
14840,2090,6176850,22800,2021-11-08,2024-03-17
14841,550,6176850,22800,2021-11-29,2024-03-02
14842,4070,6176900,22800,2021-11-02,2022-04-23
14843,1980,6176900,22800,2021-11-28,2021-11-28
14844,1650,6176950,22825,2021-11-01,2024-03-16
14845,770,6176950,22825,2021-11-04,2024-03-27
14846,2200,6176950,22825,2021-11-07,2024-03-25
14847,3300,6176950,22825,2021-11-14,2024-02-19
14848,2640,6177000,22825,2021-11-20,2024-01-29
14849,660,6177000,22825,2021-12-24,2023-12-18
14850,4180,6177000,22825,2022-02-28,2023-12-28
14851,2970,6177050,22825,2021-11-07,2024-03-16
14852,4730,6177050,22825,2021-11-26,2024-03-22
14853,1100,6177050,22825,2021-12-23,2024-03-04
14854,3520,6177050,22825,2022-12-16,2024-02-29
14855,1540,6177100,22825,2021-11-16,2024-03-24
14856,2640,6177100,22825,2021-11-26,2024-03-30
14857,1980,6177100,22825,2021-12-05,2024-03-14
14858,330,6177150,22825,2021-11-05,2024-03-28
14859,2090,6177150,22825,2021-11-06,2024-03-10
14860,2200,6177150,22825,2021-11-11,2024-03-15
14861,3190,6177150,22825,2021-11-16,2024-01-08
14862,4070,6177150,22825,2021-11-19,2024-03-07
14863,770,6177150,22825,2021-11-26,2024-01-26
14864,2970,6177150,22825,2021-12-16,2023-12-02
14865,1980,6177150,22825,2022-02-05,2023-09-28
14866,4400,6177150,22825,2022-04-12,2024-02-11
14867,1210,6177200,22975,2021-11-01,2022-08-23
14868,330,6177200,22975,2021-11-02,2022-07-27
14869,3300,6177200,22975,2021-11-04,2022-09-23
14870,2200,6177200,22975,2021-11-08,2022-11-17
14871,2970,6177200,22975,2021-11-19,2022-12-09
14872,4400,6177200,22975,2021-11-23,2022-11-07
14873,330,6177250,22975,2021-11-02,2022-07-21
14874,3190,6177250,22975,2021-11-03,2022-11-10
14875,990,6177250,22975,2021-11-09,2022-07-29
14876,1540,6177250,22975,2021-11-09,2022-11-22
14877,1100,6177250,22975,2021-11-17,2022-10-29
14878,4400,6177250,22975,2022-01-03,2022-08-08
14879,2090,6177300,22800,2021-11-03,2024-03-28
14880,4730,6177600,22800,2021-12-05,2024-03-11
14881,2200,6177650,22875,2021-11-01,2024-02-26
14882,1650,6177650,22875,2021-11-06,2024-03-24
14883,2420,6177650,22875,2021-11-18,2024-01-22
14884,3080,6177800,22875,2022-11-13,2024-03-28
14885,990,6177800,22875,2022-12-14,2024-03-08
14886,2970,6177800,22875,2023-01-03,2024-03-31
14887,2530,6177800,22875,2023-01-12,2024-03-17
14888,2310,6177850,22875,2021-11-05,2024-03-10
14889,2200,6177850,22875,2021-11-06,2024-03-29
14890,3740,6177850,22875,2021-11-26,2024-03-29
14891,1760,6177950,22875,2021-11-02,2024-01-24
14892,2750,6177950,22875,2021-11-03,2024-03-22
14893,2200,6177950,22875,2021-11-15,2024-03-12
14894,2530,6177950,22875,2022-01-07,2024-02-07
14895,4730,6178000,22875,2021-11-04,2024-03-15
14896,3080,6178000,22875,2021-11-04,2024-03-02
14897,4840,6178000,22875,2021-11-09,2024-03-03
14898,1870,6178000,22875,2021-11-13,2024-02-09
14899,3300,6178050,22825,2021-11-07,2023-05-18
14900,990,6178050,22825,2021-11-19,2024-03-17
14901,1210,6178050,22825,2021-11-20,2022-12-09
14902,3740,6178050,22825,2022-04-29,2024-01-15
14903,4180,6173400,22975,2021-11-05,2024-03-01
14904,1540,6173400,22975,2021-11-18,2024-03-08
14905,2970,6173400,22975,2021-12-11,2024-03-21
14906,1210,6173400,22975,2021-12-22,2024-02-19
14907,4730,6176200,22975,2021-11-15,2024-01-28
14908,2640,6176200,22975,2021-11-22,2024-03-29
14909,4070,6176250,22975,2021-11-04,2024-03-24
14910,3410,6176250,22975,2021-11-07,2024-03-15
14911,660,6176250,22975,2021-11-09,2024-03-27
14912,2860,6176250,22975,2023-04-21,2024-03-28
14913,2860,6176450,22800,2023-05-02,2024-03-29
14914,4730,6176500,22800,2021-11-10,2024-03-28
14915,3410,6176550,22800,2021-11-01,2024-03-15
14916,2420,6176550,22800,2021-11-06,2024-03-25
14917,990,6176550,22800,2021-11-12,2024-03-20
14918,3190,6176550,22800,2021-11-15,2024-02-17
14919,2530,6176700,22800,2022-02-27,2024-03-21
14920,4400,6176700,22800,2022-12-05,2023-11-27
14921,2860,6176700,22800,2023-04-18,2024-01-31
14922,990,6176750,22800,2021-11-06,2024-03-14
14923,2640,6176750,22800,2021-11-10,2024-03-29
14924,2420,6176750,22800,2021-11-25,2024-01-27
14925,2090,6176800,22800,2021-11-02,2024-03-19
14926,2750,6176800,22800,2021-11-07,2024-03-24
14927,3630,6176800,22800,2021-11-17,2024-03-09
14928,3520,6176800,22800,2022-11-10,2024-03-28
14929,4070,6177300,22800,2022-04-15,2024-03-31
14930,1980,6177350,22800,2021-11-01,2024-03-29
14931,1540,6177350,22800,2021-11-05,2024-03-27
14932,330,6177350,22800,2021-11-09,2024-03-28
14933,3080,6177350,22800,2021-11-19,2024-03-09
14934,1870,6177400,22800,2021-11-01,2024-03-12
14935,1650,6177400,22800,2021-11-04,2024-03-29
14936,880,6177400,22800,2021-11-05,2024-03-18
14937,1100,6177400,22800,2021-11-07,2024-03-30
14938,4730,6177400,22800,2021-11-10,2024-03-29
14939,4400,6177400,22800,2021-11-29,2023-11-13
14940,3300,6177450,22800,2021-11-05,2024-03-28
14941,2530,6177450,22800,2021-11-14,2024-03-19
14942,2640,6177450,22800,2021-12-23,2024-03-30
14943,2090,6177500,22800,2021-11-01,2024-03-27
14944,770,6177500,22800,2021-11-26,2024-03-24
14945,1320,6177550,22800,2021-11-10,2024-02-22
14946,4070,6177550,22800,2021-12-16,2024-02-27
14947,2420,6177700,22875,2021-11-04,2024-03-31
14948,1650,6177700,22875,2021-11-06,2024-03-24
14949,2090,6177700,22875,2021-11-16,2024-03-30
14950,3410,6177700,22875,2021-11-19,2024-03-11
14951,3740,6177700,22875,2021-11-20,2024-02-23
14952,3520,6177700,22875,2022-11-06,2024-03-25
14953,880,6177750,22875,2021-11-26,2024-03-31
14954,3520,6177750,22875,2022-11-01,2024-03-31
14955,3520,6177850,22875,2022-11-04,2024-03-18
14956,330,6177900,22875,2021-11-03,2024-03-08
14957,1980,6177900,22875,2021-11-06,2024-03-01
14958,2200,6177900,22875,2021-11-07,2024-03-02
14959,660,6177900,22875,2021-11-07,2024-02-16
14960,1210,6182250,22850,2022-03-04,2022-03-04
14961,3410,6182300,24425,2021-11-13,2021-12-22
14962,3080,6182300,24425,2022-03-14,2022-03-14
14963,3300,6182350,22850,2021-11-01,2024-03-09
14964,1760,6182350,22850,2021-11-12,2024-02-22
14965,4180,6182350,22850,2021-11-18,2024-03-22
14966,2970,6182350,22850,2021-12-06,2024-03-29
14967,4070,6182350,22850,2022-01-14,2024-02-21
14968,660,6182350,22850,2022-02-01,2024-03-30
14969,1100,6182400,22850,2021-12-09,2023-01-05
14970,550,6182400,22850,2021-12-29,2023-02-03
14971,2750,6182450,22975,2021-11-01,2022-08-05
14972,770,6182450,22975,2022-01-25,2022-09-06
14973,2640,6182500,24375,2021-11-02,2024-02-16
14974,4840,6182500,24375,2021-11-05,2024-03-31
14975,2090,6182500,24375,2021-11-12,2024-01-27
14976,1870,6182500,24375,2021-12-17,2024-01-26
14977,2530,6182500,24375,2022-01-21,2024-02-24
14978,3080,6182600,22825,2021-11-11,2024-03-03
14979,1100,6182600,22825,2021-11-13,2024-03-10
14980,1980,6182600,22825,2021-12-17,2024-01-18
14981,330,6182600,22825,2022-02-10,2024-03-18
14982,990,6182600,22825,2022-03-04,2024-02-22
14983,3300,6182650,22825,2021-11-12,2024-02-20
14984,990,6182650,22825,2021-11-14,2024-03-06
14985,2640,6182650,22825,2021-11-15,2024-03-14
14986,2200,6182650,22825,2021-11-15,2024-01-06
14987,770,6182650,22825,2022-02-14,2024-03-19
14988,1870,6182700,22825,2021-12-10,2024-02-10
14989,1100,6182700,22825,2021-12-14,2024-03-28
14990,3630,6182700,22825,2022-01-21,2023-12-27
14991,3520,6182700,22825,2022-11-08,2023-09-12
14992,2970,6182750,22825,2021-11-04,2024-03-27
14993,1870,6182750,22825,2021-11-09,2024-03-24
14994,3740,6182750,22825,2021-12-15,2024-02-15
14995,3630,6182750,22825,2021-12-21,2024-02-17
14996,4070,6182800,22825,2021-11-10,2023-12-01
14997,4840,6182800,22825,2021-11-18,2023-12-30
14998,1760,6182800,22825,2021-11-26,2024-03-22
14999,3520,6182800,22825,2022-11-14,2024-03-07
15000,3300,6182850,22825,2021-11-05,2024-03-28
15001,1210,6182850,22825,2021-11-06,2024-03-29
15002,2750,6182850,22825,2021-11-16,2024-02-23
15003,990,6182850,22825,2021-11-26,2024-03-16
15004,1540,6182850,22825,2021-12-10,2024-03-17
15005,1980,6182850,22825,2021-12-19,2024-02-20
15006,3410,6182900,22825,2021-11-19,2024-01-26
15007,990,6182900,22825,2021-11-22,2024-02-17
15008,1320,6182900,22825,2021-12-23,2024-03-28
15009,330,6182900,22825,2022-02-12,2024-03-10
15010,2090,6182950,22825,2021-11-09,2024-03-09
15011,880,6182950,22825,2021-11-19,2024-01-18
15012,3190,6182950,22825,2021-12-21,2024-01-21
15013,2200,6182950,22825,2021-12-24,2024-03-01
15014,2860,6182950,22825,2023-06-22,2023-11-18
15015,550,6183000,22825,2021-11-01,2024-03-08
15016,880,6183000,22825,2021-11-03,2024-03-03
15017,3080,6183000,22825,2021-11-25,2024-03-30
15018,990,6183000,22825,2022-01-20,2024-02-17
15019,4070,6183000,22825,2022-02-11,2024-03-29
15020,2860,6183000,22825,2023-04-20,2024-02-23
15021,2530,6183050,22825,2021-11-23,2023-03-10
15022,2420,6183050,22825,2021-12-06,2024-01-16
15023,2750,6183050,22825,2021-12-19,2024-02-26
15024,330,6183050,22825,2021-12-21,2024-03-28
15025,660,6183050,22825,2022-01-20,2024-03-03
15026,2420,6183100,22825,2021-11-01,2021-11-01
15027,3190,6183100,22825,2021-11-11,2021-11-11
15028,1210,6183100,22825,2021-11-12,2022-01-14
15029,1650,6183150,22825,2021-12-31,2024-03-20
15030,3080,6183150,22825,2022-01-07,2024-02-04
15031,3410,6183200,22825,2021-11-20,2022-02-14
15032,4070,6183200,22825,2022-01-28,2022-01-28
15033,3300,6183250,22825,2021-11-02,2024-03-29
15034,2970,6183250,22825,2021-11-11,2024-02-25
15035,3410,6183250,22825,2021-11-25,2023-12-24
15036,1650,6183250,22825,2021-12-10,2024-03-26
15037,2310,6183250,22825,2021-12-12,2024-02-18
15038,770,6183250,22825,2021-12-23,2023-12-19
15039,4730,6183300,22825,2021-11-09,2023-07-30
15040,1320,6183300,22825,2021-11-23,2024-02-17
15041,550,6183300,22825,2022-08-21,2023-09-16
15042,3190,6183350,22825,2021-11-04,2024-03-15
15043,2420,6183350,22825,2021-11-05,2024-01-16
15044,4070,6183350,22825,2021-11-19,2024-01-23
15045,4400,6183350,22825,2023-04-16,2023-04-16
15046,880,6183400,22825,2021-11-19,2021-12-28
15047,1320,6183400,22825,2021-12-14,2022-06-08
15048,4840,6183400,22825,2022-04-01,2022-04-01
15049,1650,6183500,22850,2021-11-13,2023-03-08
15050,3080,6183500,22850,2021-12-04,2023-02-27
15051,3300,6183550,22850,2021-11-25,2021-11-25
15052,330,6183550,22850,2022-01-04,2022-01-04
15053,4730,6183550,22850,2022-01-20,2022-01-20
15054,1540,6183600,22850,2021-11-02,2024-01-20
15055,4400,6183600,22850,2021-11-03,2024-03-04
15056,880,6183600,22850,2021-11-05,2023-12-12
15057,330,6183600,22850,2021-12-07,2023-12-15
15058,2970,6183800,22925,2021-11-05,2024-03-04
15059,770,6183800,22925,2021-11-11,2024-02-16
15060,550,6183800,22925,2021-11-13,2023-08-30
15061,1650,6183800,22925,2021-11-16,2024-03-22
15062,880,6183800,22925,2021-11-18,2024-03-31
15063,1980,6183850,22825,2021-11-16,2024-03-10
15064,1100,6183850,22825,2021-11-23,2023-12-18
15065,990,6183850,22825,2021-12-23,2024-02-17
15066,1100,6184200,24375,2023-10-26,2023-10-26
15067,2970,6184350,24425,2021-11-07,2022-10-28
15068,1870,6184400,24425,2021-11-13,2022-01-19
15069,4400,6184400,24425,2022-06-19,2022-06-19
15070,4840,6184450,24425,2021-12-21,2022-06-17
15071,1870,6184450,24425,2022-01-30,2022-01-30
15072,1870,6184500,24425,2021-12-27,2021-12-27
15073,4180,6184500,24425,2022-02-28,2022-02-28
15074,1540,6184550,24425,2022-04-04,2022-05-07
15075,2750,6184600,24425,2021-11-07,2021-11-25
15076,4180,6184600,24425,2021-11-12,2022-03-26
15077,4840,6184650,24425,2022-01-30,2022-01-30
15078,4730,6184650,24425,2022-03-29,2022-03-29
15079,1650,6184700,22850,2021-11-03,2024-02-09
15080,1540,6184700,22850,2021-11-04,2024-02-01
15081,1100,6184700,22850,2021-11-05,2023-12-23
15082,770,6184700,22850,2021-11-20,2024-03-18
15083,2970,6184700,22850,2021-11-25,2023-12-19
15084,3190,6184700,22850,2021-11-25,2024-02-01
15085,4070,6184700,22850,2021-12-04,2024-02-19
15086,2310,6184750,22875,2021-11-18,2024-02-09
15087,2090,6184750,22875,2021-11-19,2024-02-13
15088,1210,6184750,22875,2021-11-21,2023-11-21
15089,4070,6184750,22875,2021-12-09,2024-01-16
15090,3410,6184800,22875,2021-11-10,2024-03-22
15091,770,6184800,22875,2021-11-17,2024-03-24
15092,2750,6184800,22875,2021-11-28,2024-03-13
15093,3740,6184800,22875,2021-12-02,2024-01-20
15094,770,6184850,22875,2021-11-02,2024-03-06
15095,2200,6184850,22875,2021-11-06,2024-02-24
15096,880,6184850,22875,2021-11-11,2024-02-03
15097,3740,6184850,22875,2021-11-19,2023-10-17
15098,1870,6184850,22875,2021-12-19,2024-02-01
15099,2640,6184850,22875,2022-01-08,2023-11-10
15100,880,6184900,24400,2021-11-15,2024-03-30
15101,3410,6185050,24375,2021-11-02,2023-05-02
15102,3080,6185050,24375,2021-11-02,2022-11-18
15103,2420,6185100,22800,2021-11-01,2024-01-31
15104,2970,6185100,22800,2021-11-06,2024-03-24
15105,1210,6185100,22800,2021-11-08,2024-03-05
15106,3410,6185100,22800,2021-11-12,2023-12-21
15107,4180,6185100,22800,2021-11-16,2023-04-05
15108,1650,6185100,22800,2021-11-16,2024-03-09
15109,3740,6185100,22800,2021-12-02,2024-03-08
15110,3520,6185100,22800,2022-11-30,2023-12-22
15111,2640,6185150,22800,2021-12-19,2023-07-03
15112,2200,6185150,22800,2021-12-21,2023-02-23
15113,770,6185150,22800,2021-12-24,2023-06-28
15114,4730,6185200,22800,2021-11-07,2022-06-06
15115,2310,6185200,22800,2021-11-23,2022-03-18
15116,4840,6185200,22800,2021-11-30,2022-04-11
15117,1100,6185200,22800,2021-12-22,2022-03-28
15118,3740,6185250,22800,2022-03-04,2024-02-18
15119,2860,6185250,22800,2023-09-02,2024-01-06
15120,4840,6185250,22800,2023-10-03,2023-10-03
15121,3520,6185250,22800,2023-11-20,2024-03-06
15122,2530,6185300,22800,2021-11-02,2022-03-07
15123,2310,6185300,22800,2021-11-03,2022-01-27
15124,2970,6185300,22800,2021-11-04,2022-01-06
15125,1760,6185300,22800,2021-12-24,2022-04-13
15126,4070,6185400,22950,2021-11-25,2021-11-25
15127,2640,6185500,22850,2021-11-05,2022-05-21
15128,330,6185500,22850,2021-11-06,2022-02-06
15129,2970,6185550,22850,2021-11-02,2024-03-31
15130,2200,6185550,22850,2021-11-04,2024-02-22
15131,1760,6185550,22850,2021-11-08,2024-01-27
15132,2750,6185550,22850,2021-11-20,2024-02-05
15133,2420,6185750,22850,2021-11-01,2022-02-25
15134,1980,6185750,22850,2021-11-03,2022-05-18
15135,3410,6185750,22850,2021-11-04,2022-01-02
15136,2420,6185900,22800,2021-11-01,2022-01-22
15137,2970,6185900,22800,2021-12-01,2022-01-02
15138,2200,6185900,22800,2021-12-15,2022-03-02
15139,3410,6186000,22850,2021-11-22,2023-12-13
15140,4400,6186000,22850,2022-05-22,2023-11-27
15141,3410,6186150,22850,2021-11-06,2021-12-22
15142,1760,6186150,22850,2021-12-06,2021-12-06
15143,770,6186150,22850,2021-12-08,2022-04-10
15144,2970,6186150,22850,2022-02-24,2022-02-24
15145,2750,6186250,22975,2021-11-06,2024-03-13
15146,880,6186250,22975,2021-11-27,2024-03-17
15147,3190,6186300,22975,2021-11-06,2022-08-25
15148,2310,6186300,22975,2021-11-26,2024-03-31
15149,660,6186300,22975,2021-11-26,2022-04-01
15150,1760,6186300,22975,2022-01-07,2024-03-21
15151,4180,6186350,22850,2021-11-02,2021-12-01
15152,2640,6186350,22850,2022-04-08,2022-04-08
15153,4730,6186400,22850,2021-11-27,2023-07-10
15154,2530,6186400,22850,2022-01-09,2023-07-03
15155,3190,6186400,22850,2022-01-20,2023-09-08
15156,1100,6186500,22850,2022-01-11,2022-01-14
15157,3190,6186550,22850,2021-11-03,2022-01-06
15158,4730,6186550,22850,2021-11-05,2021-12-22
15159,3410,6186550,22850,2021-11-17,2022-01-14
15160,1650,6186550,22850,2021-11-21,2021-11-28
15161,4180,6186550,22850,2021-11-25,2021-11-26
15162,1540,6186550,22850,2021-12-06,2021-12-11
15163,1100,6186600,22850,2021-11-01,2022-03-26
15164,2200,6186600,22850,2021-11-17,2022-03-20
15165,990,6186600,22850,2023-01-01,2023-01-01
15166,2530,6186700,22975,2021-11-12,2021-11-12
15167,330,6186800,22975,2021-11-05,2023-09-10
15168,3300,6186800,22975,2021-11-21,2023-07-01
15169,660,6186800,22975,2021-12-28,2023-06-06
15170,3520,6186800,22975,2022-11-03,2023-10-09
15171,1650,6186850,24375,2021-11-02,2023-07-03
15172,2200,6186850,24375,2021-11-09,2023-03-06
15173,3410,6186850,24375,2021-11-13,2023-06-22
15174,3190,6186850,24375,2021-12-07,2023-04-09
15175,4400,6186850,24375,2023-04-23,2023-11-08
15176,1650,6186900,24375,2021-11-03,2023-08-23
15177,1980,6186900,24375,2021-11-03,2023-09-03
15178,3300,6186900,24375,2021-11-09,2023-06-02
15179,3410,6186900,24375,2021-11-17,2023-08-05
15180,3190,6186900,24375,2021-11-18,2024-01-05
15181,2200,6186900,24375,2022-01-21,2023-07-26
15182,4840,6187000,24425,2021-12-03,2023-03-16
15183,1760,6187000,24425,2021-12-21,2023-05-26
15184,2310,6187050,22925,2021-11-10,2024-03-30
15185,3410,6187050,22925,2021-11-15,2024-03-29
15186,2090,6187150,24425,2021-11-03,2024-02-14
15187,2640,6187150,24425,2021-11-07,2024-03-27
15188,3410,6187150,24425,2021-11-12,2024-02-17
15189,2970,6187150,24425,2021-11-12,2024-03-21
15190,1100,6187200,24400,2021-11-01,2024-03-29
15191,1870,6187200,24400,2021-11-08,2024-03-30
15192,3630,6187250,24425,2021-11-13,2022-03-24
15193,1870,6187250,24425,2021-11-27,2022-01-14
15194,4180,6187300,24425,2021-12-15,2021-12-15
15195,2090,6187300,24425,2021-12-17,2022-03-10
15196,1760,6187300,24425,2021-12-20,2022-06-28
15197,2530,6187300,24425,2022-06-14,2022-08-06
15198,3300,6187350,24425,2021-12-18,2023-12-03
15199,4840,6187350,24425,2022-04-15,2022-04-20
15200,3520,6187350,24425,2022-11-01,2024-01-04
15201,1980,6187400,24425,2022-07-10,2022-07-10
15202,3190,6187400,24425,2022-12-06,2022-12-06
15203,4840,6187500,22800,2021-11-04,2022-06-23
15204,2200,6187500,22800,2021-11-06,2022-06-03
15205,2970,6187500,22800,2021-11-09,2022-03-18
15206,770,6187500,22800,2021-11-09,2022-06-30
15207,4400,6187500,22800,2021-11-25,2022-06-19
15208,2420,6187500,22800,2021-12-16,2022-06-22
15209,3630,6187550,22800,2021-11-04,2024-03-28
15210,3300,6187550,22800,2021-11-05,2024-03-22
15211,4070,6187550,22800,2021-11-12,2024-02-02
15212,2750,6187550,22800,2021-12-05,2024-03-18
15213,550,6187650,22975,2021-11-11,2022-03-09
15214,4070,6187650,22975,2021-12-10,2022-03-01
15215,3190,6187650,22975,2021-12-16,2022-04-03
15216,1540,6187650,22975,2021-12-20,2021-12-27
15217,990,6187650,22975,2022-03-25,2022-05-07
15218,2310,6187700,24375,2021-11-19,2022-07-01
15219,1760,6187700,24375,2021-12-06,2022-09-07
15220,3300,6187700,24375,2021-12-07,2022-09-17
15221,3190,6187700,24375,2021-12-08,2022-10-28
15222,1980,6187700,24375,2021-12-21,2022-12-21
15223,4400,6187700,24375,2022-08-02,2022-11-28
15224,3740,6187750,24400,2021-11-01,2024-03-08
15225,1870,6187750,24400,2021-11-01,2023-12-29
15226,880,6187750,24400,2021-11-01,2024-03-03
15227,2530,6187750,24400,2021-11-02,2024-03-10
15228,2640,6187750,24400,2021-11-02,2024-03-31
15229,2970,6187750,24400,2021-11-04,2024-01-12
15230,1650,6187750,24400,2021-11-19,2024-02-04
15231,1540,6187950,24425,2021-11-01,2021-11-01
15232,1650,6188000,22925,2022-04-03,2022-04-03
15233,1210,6188050,22975,2021-11-05,2024-03-26
15234,3630,6188050,22975,2021-11-19,2024-03-21
15235,3630,6188150,24425,2021-11-06,2022-10-21
15236,1100,6188150,24425,2021-11-13,2022-01-13
15237,2750,6188150,24425,2021-12-01,2022-01-01
15238,1100,6188200,24425,2021-11-01,2022-08-06
15239,1320,6188200,24425,2021-11-17,2022-08-23
15240,4400,6188200,24425,2021-11-29,2023-06-08
15241,1540,6188250,24425,2021-11-06,2022-09-28
15242,1980,6188250,24425,2021-11-08,2023-03-21
15243,4840,6188250,24425,2022-01-09,2022-12-16
15244,4180,6188250,24425,2022-03-04,2022-08-13
15245,4840,6188500,22950,2021-11-26,2022-07-10
15246,2530,6188500,22950,2022-03-07,2023-01-11
15247,2970,6188550,22950,2021-11-02,2024-03-29
15248,2530,6188550,22950,2021-11-06,2024-03-22
15249,1980,6188550,22950,2021-11-06,2024-03-16
15250,1870,6188550,22950,2021-11-21,2024-03-27
15251,4070,6188600,22975,2021-11-05,2021-11-05
15252,2970,6188650,22975,2021-11-02,2024-03-04
15253,1540,6188650,22975,2021-11-02,2024-03-29
15254,4070,6188650,22975,2021-12-03,2024-02-23
15255,3740,6188650,22975,2021-12-16,2024-03-02
15256,3190,6188650,22975,2021-12-18,2024-03-21
15257,2310,6188700,22975,2021-11-08,2024-03-28
15258,1760,6188700,22975,2021-11-13,2024-03-15
15259,1540,6188700,22975,2021-12-23,2024-02-03
15260,4180,6188700,22975,2021-12-23,2024-03-02
15261,660,6188750,22975,2021-11-01,2022-07-03
15262,1540,6188750,22975,2021-11-19,2022-07-15
15263,2530,6188750,22975,2021-12-02,2022-07-19
15264,330,6188750,22975,2021-12-30,2022-07-14
15265,3190,6188750,22975,2022-05-27,2022-06-25
15266,770,6188850,22975,2021-11-05,2021-11-05
15267,550,6188850,22975,2021-11-11,2022-02-18
15268,1100,6188950,22850,2021-11-04,2023-04-02
15269,1760,6188950,22850,2021-11-04,2022-09-10
15270,550,6188950,22850,2021-11-04,2022-07-20
15271,2420,6188950,22850,2021-11-10,2022-03-29
15272,4730,6188950,22850,2021-11-14,2023-10-26
15273,4070,6188950,22850,2021-12-10,2022-08-03
15274,3630,6189000,24425,2021-12-11,2023-12-20
15275,1650,6189050,24425,2022-03-08,2022-03-08
15276,1650,6189100,24425,2021-12-05,2021-12-05
15277,2090,6189150,22925,2021-11-05,2024-03-25
15278,1100,6189150,22925,2021-11-08,2024-03-14
15279,660,6189150,22925,2021-11-25,2024-03-16
15280,880,6189150,22925,2021-11-26,2024-03-29
15281,2750,6189150,22925,2021-12-16,2024-01-17
15282,2970,6189600,22825,2023-04-16,2023-04-16
15283,2640,6189750,24425,2021-11-05,2024-03-30
15284,1100,6189950,24375,2021-11-12,2022-01-07
15285,1980,6190000,22925,2021-11-10,2024-03-20
15286,4180,6190000,22925,2021-12-19,2024-03-11
15287,1650,6190000,22925,2022-02-11,2024-03-27
15288,2860,6190000,22925,2023-05-19,2023-12-12
15289,550,6182200,22850,2021-11-10,2021-11-10
15290,3300,6182250,22850,2021-11-22,2022-01-28
15291,3740,6182250,22850,2021-11-26,2021-12-24
15292,3520,6183600,22850,2022-11-04,2023-12-21
15293,4070,6183650,22850,2021-11-02,2024-01-20
15294,2420,6183650,22850,2021-12-02,2023-12-13
15295,880,6183750,22850,2021-11-12,2023-12-17
15296,330,6183750,22850,2021-12-20,2024-03-10
15297,4840,6183900,24425,2021-11-08,2024-03-24
15298,2090,6183900,24425,2021-11-19,2024-03-21
15299,3630,6183900,24425,2021-12-14,2024-03-22
15300,2640,6183950,22825,2021-11-02,2024-03-19
15301,1870,6183950,22825,2021-11-05,2024-02-04
15302,2310,6183950,22825,2021-11-18,2024-03-02
15303,1980,6183950,22825,2021-11-21,2024-03-30
15304,4840,6183950,22825,2021-12-04,2024-03-31
15305,4180,6184000,22975,2021-11-04,2024-03-29
15306,1100,6184000,22975,2021-12-17,2024-03-25
15307,2750,6184000,22975,2022-01-22,2024-02-22
